ime,datum
Damu Cherry,29.11.1977
Steve Anderson 1,10.04.1906
Yargelis Savigne,13.11.1984
Helen Kimaiyo,08.09.1968
Khamis Taher Mohamed,30.12.1959
Getu Feleke,28.11.1986
Roger Rochard,20.04.1913
Peter Winter,17.01.1971
Edi Ponos,10.04.1976
Jaroslav Bohaty,17.01.1935
Geir Kvernmo,
Robyn Lorraway,20.07.1961
Leo Rosschou Larsen,24.12.1928
Vassil Venkoff,01.01.1903
Simon Qamunga,20.11.1967
Renny Quow,25.08.1987
Hilda Kibet,17.03.1981
Evert Heinstrom,27.09.1912
Todor Artarski,30.01.1935
Ivan Sivoplyasov,02.03.1931
John Smith,05.08.1950
Kalevi Kotkas,10.08.1913
Harry Glover Lee,22.02.1877
Raul Roland Spank,13.07.1988
Ali Saidi Sief,15.03.1978
Ottavio Missoni,11.02.1921
Jozsef Bakai,13.03.1942
Otto Baurle,03.02.1887
Yvonne Harrison,02.12.1975
Julio Bequer,
Franz Biedermann,04.05.1946
Silvano Meconi,28.10.1931
Richard Vargas,28.12.1994
Konstadinos Poulios,16.09.1977
Vladimir Kanaykin,21.03.1985
Ian Mccombie,11.01.1961
Edward Gordon Sutherland,09.11.1902
Lorenzo Povegliano,11.11.1984
Jared Tallent,17.10.1984
Browning Ross,26.04.1924
Mohamed Daud Mohamed,01.03.1996
Jacob Westberg,15.12.1885
Heinfried Engel,08.07.1947
Cisiane Lopes,17.02.1983
Ozlem Kaya,20.04.1990
Jurgen Haase,19.10.1945
Bouchra Chaabi,22.09.1980
Duobujie,16.02.1994
Ercan Muslu,01.12.1988
Patsy Selafina Akeli,07.12.1978
Judit Foldingne Nagy,09.12.1965
Doreen M Dredge,30.11.1930
Masumi Fuchise,02.09.1986
Ilya Shkurenev,11.01.1991
Boris Haralampiev,08.02.1908
Ruth Jebet,17.11.1996
Violet Odogwu,15.05.1942
Pierre Lewden,21.02.1901
Irina Litovchenko,29.05.1950
Michal Balner,12.09.1982
Olga Nazarova 1,01.06.1965
Pablo Garrido Lugo,22.06.1938
Chunfeng Chang,04.05.1988
Sandra Lopez,16.04.1984
Benjamin Lomgiross,03.03.1963
Kathryn Joan Schmidt,29.12.1953
Henri Dartigues,16.09.1902
Johana Ordonez,12.12.1987
Willie May,11.11.1936
Franck Elemba,21.07.1990
Constance Lydia Willoughby,06.01.1930
Vladimir Kotov,21.02.1958
Rita Inancsi,06.01.1971
Dezsone Jozsa,30.11.1917
Vera Pospisilova Cechlova,19.11.1978
Jennifer Dahlgren,21.04.1984
Diego Ferrin,21.03.1988
Wanida Boonwan,30.08.1986
Miguel Lopez,09.04.1990
Ming Huang Chang,07.08.1982
Gudrun Arnardottir,29.09.1971
Raymond Leslie Puckett,17.12.1935
Yumi Kokamo,26.12.1971
Darius Draudvila,29.03.1983
Andrew Wheating,21.11.1987
Fumilay Fonseca,24.05.1988
Francie Larrieu Smith,23.11.1952
Prodromos Korkizoglou,27.02.1975
Nikifor Popov,30.11.1912
Ian Tomlinson,27.02.1936
Jose Urbano,01.03.1966
Jutta Heine,16.09.1940
Stig Lindberg,03.07.1931
Elsa Lempi Torikka,19.12.1930
Petr Stehlik,15.04.1977
Kimberly Williams,03.11.1988
Yuri Stcherbakov,30.11.1924
Friedrich Janke,19.04.1931
Erkki Kataja,19.06.1924
Andre Hoehne,10.03.1978
Maree Holland,25.07.1963
Iakov Tolstikov,20.05.1959
Joseph Keter,13.06.1969
Sandeep Kumar 3,01.05.1986
Wolfgang Schmidt,16.01.1954
Britta Bilac,04.12.1968
Carl Dohmann,18.05.1990
Sinikka Keskitalo,29.01.1951
Richard Sandford,
Norman Dlomo,18.04.1975
Andrew Hinds,25.04.1984
Chrisantus Nyakwayo,30.11.1943
Eugen Neumann,14.07.1903
Arturo Maffei,09.11.1909
Christian Obrist,20.11.1980
Abdelkader El Mouaziz,01.01.1969
Michel Zimmerman,01.01.1960
Leslie Housden,
Magdalena Bregulanka,17.05.1921
Augustine Kiprono Choge,21.01.1987
Nina Dumbadze,23.05.1919
Vaida Zusinaite,13.01.1988
Hunde Tore,01.02.1943
Aleksandar Rakovic,13.04.1968
Chia Che Chang,22.04.1983
Sholpan Kozhakhmetova,23.04.1991
Peter John Gabbett,19.11.1941
Zygmunt Heljasz,21.09.1908
Vittorio Zucca,03.10.1895
Hamidreza Zooravand,13.01.1990
Konstantin Shabanov,17.11.1989
Koichi Morishita,05.09.1967
Lucketz Swartbooi,07.02.1966
Ludovic Gall,10.06.1900
Mariya Smolyachkova,10.02.1985
Novlene Williams Mills,26.04.1982
Zsofia Erdelyi,10.12.1987
Antal Lovas,20.12.1884
Sergey Popov,21.09.1930
Yunfeng Liu,03.08.1979
Delphine Bertille Atangana,16.08.1984
Changrui Xue,31.05.1991
Monika Drybulska,15.05.1980
Liliana Allen,24.06.1970
John Harrison Crist,28.08.1954
Gerard Nijboer,18.08.1955
Kangqiang Weng,04.05.1959
Rosemarie Schubert,07.11.1943
Omer Gustave Corteyn,10.10.1896
Amadou Gakou,25.03.1940
Natasha Dukhnova,16.07.1966
Wilfrid Boulineau,13.05.1970
Lawrence Whitney,02.02.1891
Ronald Forbes,05.04.1985
Garfield Darien,22.12.1987
Giuseppe Tosi,25.05.1916
Marco Ivan Condori,26.03.1966
Viktor Rothlin,14.10.1974
Valeriy Borisov,18.09.1966
California Molefe,12.03.1980
Naw Myintung,28.12.1933
Christina Schwanitz,24.12.1985
James Dellow,
Harry John Grumpelt,02.03.1885
Carey Nelson,04.06.1963
Moise Joseph,27.12.1981
Irina Gordeeva,09.10.1986
Natalia Romero,26.02.1980
Lauri Esko Olavi Tamminen,11.12.1919
Barbora Spotakova,30.06.1981
Robert Urbanek,29.04.1987
Stefano Baldini,25.05.1971
Gerhard Ditlev Winther,12.05.1913
Antonella Bevilacqua,15.10.1971
Ludwig Wessely,20.08.1903
Joao Carvalho,04.11.1950
George Charles Constable,
Susen Tiedtke,23.01.1969
Arne Gabius,22.03.1981
Chris Erickson,01.12.1981
Linda Zublin,21.03.1986
Christos Karageorgos,03.05.1953
Stsiapan Rahautsou,29.05.1986
Raphael Piolanti,14.11.1967
Xuejun Ma,26.03.1985
Gillian O Sullivan,21.08.1976
Tejitu Daba,20.08.1991
Vaino Muinonen,30.12.1898
Edwin Aubrey Montague,20.03.1900
Pierre Quinon,20.02.1962
Delloreen Ennis London,05.03.1975
Dorothea Doris Kress,26.08.1924
Ekaterina Kostetskaya,31.12.1986
Nery Brenes 1,22.09.1985
Ileana Silai,14.10.1941
Bruno Lafranchi,19.07.1955
Marius Ziukas,29.06.1985
Gayle Patrick Hopkins,07.11.1941
Monica Iagar,01.04.1973
Ionela Tirlea,09.02.1976
Dean Macey,12.12.1977
Emanuele Abate,08.07.1985
Renate Stecher,12.05.1950
Sandra Arenas,17.09.1993
Galina Bogomolova,15.10.1977
Joanne C Mulliner,18.08.1966
Ellen Sprunger,05.08.1986
Shigeru So,09.01.1953
Edvard Natvig,16.08.1907
Takumi Saito,23.03.1993
Maria Gonzalez 2,28.03.1982
Raasin Mcintosh,29.04.1982
Boris Henry,14.12.1973
Vera Grushkina,01.05.1947
Daria Nauer,21.05.1966
Yury Nikolayevich Lituyev,11.04.1925
Henry Edward Askew,31.12.1917
Ronald H Daws,21.06.1937
Ludvik Danek,06.01.1937
Sultan Haydar,23.06.1987
Chilsung Park,08.07.1982
Soren Ludolph,25.02.1988
Yekaterina Podkopayeva,11.06.1952
Jemma Simpson,10.02.1984
Ling Li 1,06.07.1989
Osman Cosgul,01.07.1926
Irolan Hechavarria,
Joseph Erxleben,15.08.1889
Hugo Chila,22.07.1987
Besu Sado,12.06.1996
Silvio Leonard Sarria,20.09.1954
Bertil Jansson,29.06.1898
Bigboy Josie Matlapeng,04.02.1958
Remigijus Kancys,17.07.1987
Angelica Almeida,25.03.1965
Saburo Nagao,
Mihail Dudas,01.11.1989
Dirk Van Der Herten,
Lars Ove Moen,15.11.1959
Larisa Korotkevich,03.01.1967
Mykola Savolainen,25.03.1980
Noelie Yarigo,26.12.1985
Harri Huhtala,13.08.1952
William Agee,25.12.1905
Yrjo Lehtila,19.11.1916
Spass Djourov,28.11.1944
Herbert Philipps,20.06.1883
Ebba Jungmark,10.03.1987
Daniel Pierre,01.01.1892
Eilish Mccolgan,25.11.1990
Joel Milburn,17.03.1986
George Stanich,04.11.1928
Marguerite Nicolas,04.06.1916
Keith Cullen,13.06.1972
Karina Perez,04.10.1982
Grigori Klimov,15.04.1933
Harry Ferdinand Hayward,21.08.1911
Torsten Voss,24.03.1963
Marla Runyan,04.01.1969
Christine Sonali Merrill,20.08.1987
Jungsub Shim,21.02.1991
Laurent Daniel Chifita,03.08.1943
George Bonhag,31.01.1882
Heide Seyerling,19.08.1976
Corinne Raux,16.08.1976
Helge Lovland,11.05.1890
Wallace Hayward,10.07.1908
Sidney Shepherd Bowman,08.06.1907
Yolanda Caballero,09.03.1982
Henning Sundesson,21.04.1909
Duncan Atwood,11.10.1955
Erik Almlof,20.12.1891
Rolf Franksson,29.08.1900
Cristina Bujin,12.04.1988
Edward Marvin Rick,31.01.1902
Agata Karczmarek,29.11.1963
Milada Karbanova,27.03.1948
Ira Davenport,08.10.1887
Fernando Chacarelli,30.11.1904
Alain Mimoun,01.01.1921
Yang Chen 1,10.07.1991
Milly Clark,01.03.1989
Roland Steuk,05.03.1959
Folke Fleetwood,15.11.1890
Constantino Miranda Justo,12.04.1925
Detlef Fuhrmann,22.07.1953
Derek Mandell,18.09.1986
Sheryf El Sheryf,02.01.1989
Karl Vilmundarsson,06.12.1910
John Flanagan,09.01.1873
Juan Silva,24.06.1930
Werner Reiterer,27.01.1968
Diana Clare Elliott Davies,07.05.1961
Karen Anderson,05.04.1938
Arto Bryggare,26.05.1958
Josiah Olatunji Majekodunmi,04.04.1928
Michael Spring,
Hilding Sonne,08.04.1890
Bin Feng,03.04.1994
Martin Irungu Mathathi,25.12.1958
Thomas Lewis Gage,16.05.1943
Svetlana Pessova,27.09.1981
Anna Yin,23.03.1992
Marius Bakken,27.03.1978
Zivile Vaiciukeviciute,03.04.1996
Uladzimir Kazlou,20.04.1985
Robert Oosthuizen,23.01.1987
Rachid El Basir,04.10.1968
Josef Lataster,27.07.1922
Rene Lorain,19.03.1900
Gosta Holmer,23.09.1891
Haron Koech,27.01.1990
Yuliya Chermoshanskaya,06.01.1986
Brianne Theisen Eaton,18.12.1988
Joaquim Pinheiro,20.12.1960
Sara Simeoni,19.04.1953
Florence Griffith Joyner,21.12.1959
Justine Robbeson,15.05.1985
Jurgen Themen,26.10.1985
Jane Saville,05.11.1974
Nikolai Simeonov,19.11.1939
Santiago Fonseca,30.12.1953
Fernando Molina,09.04.1938
Said Aouita,02.11.1959
Melvin Sheppard,05.09.1883
Kenji Narisako,25.07.1984
Deborah Elaine Sapenter,27.02.1952
Lev Lobodin,01.04.1969
Lennart Back,28.05.1933
Marcel Dost,28.09.1969
Vitold Kreyer,12.11.1932
Lameck Aguta,10.10.1971
John Coard Taylor,01.01.1901
Shuying Gao,28.10.1979
Stiliani Papadopoulou,13.03.1982
Viktoriya Gurova,22.05.1982
Gyula Strausz 1,
Aleksandr Apaitchev,17.12.1961
Rik Schoofs,06.11.1950
Stefan Johansson,11.04.1967
Isaac Korir,26.08.1990
Natasha Galushko,18.09.1971
Huiqiang Zhang,14.10.1976
Marie Collonville,23.11.1973
John Morbey,09.08.1939
Elisabeth Clara Muller,30.11.1925
Dawit Wolde,19.05.1991
Alexander Smith,06.03.1988
Carol Lindroos,29.05.1930
Gyorgyi Zsivoczky Farkas,13.02.1985
Jackson Scholz,15.03.1897
Muhammad Aslam Hav,10.10.1921
Wilfried Geeroms,14.07.1941
Liz Yelling,05.12.1974
Celestin Nihorimbere,11.01.1993
Bogdan Pishchalnikov,26.08.1982
Jaroslav Stork,03.04.1909
Kelsie Ahbe,06.07.1991
David Carver,05.09.1987
Geoffrey Elliott,07.04.1931
Paul Koech,25.06.1969
Ahmad Hassan Abdullah,29.07.1981
Jefferson Perez,01.07.1974
Myron Anyfantakis,30.11.1938
Nikolay Avilov,06.08.1948
Sonia Bisset,01.04.1971
Josia Thugwane,15.04.1971
Alexander Borichevskiy,25.06.1970
Angela Nemeth,18.02.1946
Gyorgy Lunzer,23.08.1882
Jose Acevedo,30.03.1986
Ioannis Yeoryios Smalios,17.02.1987
Khristo Stefanov,21.12.1970
Irfan Kolothum Thodi,08.02.1990
Gunar Nilsson,19.08.1889
Joseph Hester Patterson,15.08.1912
Ilmari Jaakko Reinikka,21.10.1915
Geoffrey Kipsang Kamworor,22.11.1992
Antti Viskari,01.05.1928
Claus Jorgensen,15.03.1974
Massoud Azizi,02.02.1985
Stine Larsen,05.11.1975
Muriel Hurtis,25.03.1979
Vilhjalmur Einarsson,05.06.1934
Chaunte Lowe,12.01.1984
Elfenesh Alemu,10.06.1975
Fabrice Coiffic,25.08.1984
Mickael Hanany,25.03.1983
Joyce Chepkirui,20.08.1988
Gregor Cankar,25.01.1975
Jose Barbosa,
Carlos De La Torre,18.05.1966
Romary Rifka,23.12.1970
Eugene Muslar,28.03.1959
Linda Byrne,13.05.1986
Viktoriia Poliudina,29.06.1989
William Adcocks,11.11.1941
Bettina Sabatini,21.03.1966
Feodosi Vanin,25.02.1914
Georgi Dakov,21.10.1967
Mark Kenneally,18.04.1981
Seito Yamamoto,11.03.1992
Lisvany Perez 1,24.01.1982
Margaret H Jenkins,02.07.1905
Teresa Vaill,20.11.1962
Arne Ahman,04.02.1925
Ana Claudia Silva,06.11.1988
Jacques Delelienne,25.11.1928
Dmitrijs Milkevics,06.12.1981
Madeleine Thetu,23.11.1937
Yanmei Li,06.02.1990
Mariana Ysrael,
Maria Sander,30.10.1924
Bineshwar Prasad,18.07.1963
Hristina Kokotou,09.01.1972
Deborah Rodriguez,02.12.1992
Mathilda Catrina Van Der Made Van Der Zwaard,18.01.1938
Svend Aage Frederiksen,05.04.1920
Michael Buchleitner,14.10.1969
Zelin Cai,11.04.1991
Ray Stewart,18.03.1965
Ah Min Wu,19.07.1938
William Roberts,05.04.1912
Carlos Mercenario,23.05.1967
Adolfo Consolini,05.01.1917
Frangiskos Politis,
Udo Beyer,09.08.1955
Denis O Gorman,22.05.1928
James Brooker,12.08.1902
Erkki Johannes Hautamaki,28.08.1930
Irvin Roberson,23.07.1935
Markus Kahma,16.10.1932
Wilhelmina Von Bremen,13.08.1909
Patrick Francis Leane,11.11.1930
Peter Bacsalmasi,16.11.1908
Helga Arendt,24.04.1964
Song Chol Pak,10.11.1984
Beatriz Pascual,09.05.1982
Annemette Jensen,11.04.1972
Yrjo Makela,02.12.1926
Jeff Porter,27.11.1985
Diane Jones Konihowski,07.03.1951
Soonok Jung,23.04.1983
Leo Allen Sjogren,03.04.1914
Anita Haakenstad,19.02.1968
Irving Baxter,25.03.1876
Anastasios Coutoulakis,
Lambert Redd,18.02.1908
Lyubov Morgunova,14.01.1971
Anne Holm Baumeister,29.12.1987
Andrey Krivov,14.11.1985
Thierry Toutain,14.02.1962
Yasmani Copello,15.04.1987
Carl Johan Lind,25.05.1883
Otgonbayar Luvsanlundeg,13.07.1982
John J Ryan,01.01.1893
Thorey Edda Elisdottir,30.06.1977
Kurt Schneider,03.02.1900
Rosemary Quispe,20.08.1983
Clark Todd Jr Scully,13.09.1948
Shanice Craft,15.05.1993
Ivet Lalova Collio,18.05.1984
Jean Louis Brugier,08.11.1939
Aurelio Terrazas,
Yuzo Kanemaru,18.09.1987
Jose Marin,21.01.1950
Brigitte Berendonk,02.05.1942
Svatoslav Ton,20.10.1978
Denis Langlois,10.10.1968
Runrun Li,24.02.1983
Akosua Serwaa,03.01.1981
Affoue Amandine Allou,29.08.1980
Iva Strakova,04.08.1980
Al Feuerbach,14.01.1948
Rodney Dixon,13.07.1950
Georges Etienne Damitio,20.05.1924
Diego Cafagna,09.07.1975
Alessandro Gandellini,30.04.1973
Irina Kostyuchenkova,11.05.1961
Daniel Awde,22.06.1988
Alexandru Bizim,15.07.1934
Margarita Ponomareva,19.06.1963
Godwin Kalimbwe,30.11.1937
Roy Syversson,09.04.1940
Ernest Pomfret,18.04.1941
Magnus Arvidsson,20.02.1983
Hans Orla Emil Olsen,31.08.1899
Mary Wineberg,03.01.1980
Julio Hernandez,20.08.1957
John St Leger Thornton,06.06.1911
Verzhinia Veselinova,18.11.1957
Veronika Mosina,17.10.1990
Azucena Diaz,19.12.1982
Shireen Bailey,27.09.1959
Dave Edstrom,10.09.1938
Brian Cecil Vernon Oddie,30.11.1904
Gabriele Lowe,12.12.1958
Lutz Philipp,14.10.1940
Petra Muller,18.07.1965
Leena Puotiniemi,19.03.1976
Katrin Doerre Heinig,06.10.1961
Jaroslaw Kotewicz,16.03.1969
Colin Griffin,08.03.1982
Bronislaw Gancarz,31.10.1906
John Portland,
Kikenusuke Tashiro,01.01.1896
Michael Keith Mcrae,09.07.1955
Joseph West,04.12.1924
Kimberly Garcia,19.10.1993
Chol Pak,08.11.1990
Kamel Boulahfane,01.07.1976
Herbert James Bignal,
Sladana Perunovic,26.03.1984
Pavel Kokin,21.07.1974
Carl Kaufmann,25.03.1936
Francisco La Zaro,08.01.1891
Massoud Azizi 1,25.11.1988
Monika Pyrek,11.08.1980
Andrea Bunjes,05.02.1976
George Weightman Smith,31.10.1905
Ana Dias,15.01.1974
Kazimierz Zimny,04.06.1935
Herman Johannes Timme,21.07.1933
Samia Yusuf Omar,25.03.1991
Dieter Baumann,09.02.1965
Hector Jose Moreno Moreno,08.06.1963
Ayelech Worku,12.06.1979
Igors Kazakevics,17.04.1980
Thi Huong Vu,07.10.1986
Tavevele Noa,20.04.1992
Franz Sterzl,08.02.1908
Satoru Sasaki,16.10.1985
Mailin Vargas,24.03.1983
Yan Pang,15.01.1963
Janis Klecker,18.07.1960
Giorgio Oberweger,22.12.1913
Petri Keskitalo,10.03.1967
Bradley Camp,25.12.1964
Rafal Sikora,17.02.1987
John Cornes,23.03.1910
Ricardo Bralo,30.11.1915
Jennifer Oeser,29.11.1983
Carl Schueler,26.02.1956
Junghyun Yim,08.09.1987
Glody Dube,02.07.1978
Carlos Cuque Lopez,20.10.1949
Carmo Tavares,27.04.1974
Lee Pearce Orr,12.04.1917
Ivan Dresser,03.07.1896
Janos Szalas,19.05.1956
Arthur Townsend,07.04.1883
Lorene Bazolo,04.05.1983
Yudelkis Fernandez,28.02.1985
Bobur Shokirjonov,05.12.1990
Veronica Colindres,09.07.1986
Anneliese Gerhards Jansen,04.07.1935
Volker Hadwich,23.09.1964
Alexander John,03.05.1986
Medhi Baala,17.08.1978
Wilson Waigwa,15.02.1949
Willy Kalombo,07.06.1970
Vilho Aleksander Niittymaa,19.08.1896
Claudio Licciardello,11.01.1986
Brendan Cole,29.05.1981
James Rendon,07.04.1985
Teresa Nzola Meso Ba,30.11.1983
Darren Campbell,12.09.1973
Ronald Weigel,08.08.1959
Ethel Catherwood,02.05.1910
Lars Erik Gustafsson,17.08.1933
Otto Peltzer,08.03.1900
Moses Tanui,20.08.1965
Alan Peter Pascoe,11.10.1947
Dmytro Demyanyuk,30.06.1983
Daniel Boltz,17.07.1962
Sefki Koru,30.11.1912
Jean Fayolle,10.11.1937
Artur Bruno Rojas,27.05.1993
Yoandri Betanzos,15.02.1982
Dave Laut,21.12.1956
Laurent Hernu,22.08.1976
Damar Forbes,09.11.1990
Ahmad Hassan Moussa,17.06.1981
Franck De Almeida,06.02.1983
Andreea Arsine,14.09.1988
Lavonna Martin,18.11.1966
Yohanna Waziri,01.10.1964
Phillip Dunn,12.06.1971
Jere Bergius,04.04.1987
S Singh,
Methkal Abu Drais,29.12.1983
Sven Hakansson,14.11.1909
Solomon Bayoh,18.05.1990
Muharrem Dalkilic,10.02.1938
Galina Murashova,22.12.1955
Maren Seidler,11.06.1951
Sergio Vieira,20.02.1976
Michael Mathieu 1,24.06.1984
Muna Durka,19.06.1988
Aleksandr Shcherbina,25.01.1931
Jianan Wang 1,27.08.1996
Dorothea Kalpakidou,21.09.1983
Anthony Staynings,21.07.1953
Armas Toivonen,20.01.1899
Martin Lauer,02.01.1937
Gernot Kellermayr,05.04.1966
Nguse Amlosom,10.11.1986
Ester Shahamorov Roth,16.04.1952
Princesa Oliveros,10.08.1975
Kathe Krauss,29.11.1906
Kris Soetewey,19.08.1957
Marlene Ahrens,27.07.1933
Enrique Llanos,05.07.1980
Aleksandr Menkov,07.12.1990
Deedee Trotter,08.12.1982
Wenhua Zhen,08.03.1967
Jules Ladoumegue,10.12.1906
Luigi Conti,11.09.1937
Jose Telles Da Conceicao,23.05.1931
Rose Aimee Bacoul,09.01.1954
Ornella Ferrara,17.04.1968
Salvatore Constantino,11.01.1919
Kohei Murakoso,29.08.1905
Seiichiro Sasaki,02.09.1945
Janieve Russell,14.11.1993
Joan Benoit,16.05.1957
Pramila Rijal,01.05.1985
Denis Kapustin,05.10.1970
Edgar Friedl,28.10.1933
Johana Moreno,15.04.1985
Rolf Danneberg,01.03.1953
Jeremy Scott,01.05.1981
Harry Webb Williamson,11.07.1913
Sandro Viana,23.06.1977
Lewis Banda,16.09.1982
Bela Dienesz,12.10.1930
Helena Laine,30.03.1955
Yordanka Donkova,28.09.1961
Jared Connaughton,20.07.1985
Anders Sofus Rose,10.04.1894
Toshihiko Seko,15.07.1956
Woldemar Julius Wickholm,07.11.1890
Tapio Kantanen,31.05.1949
Erling Aastad,02.03.1898
Irina Davydova,27.05.1988
Mike Larrabee,02.12.1933
Jan Jaskolski,28.10.1939
Xiuzhi Lu,26.10.1993
John Doherty,22.07.1961
Kaisa Parviainen,03.12.1914
Mohamed Ikoki Msandeki,31.12.1985
Tonu Lepik,25.05.1946
Marian Burnett,22.02.1976
Eloise Wellings,09.11.1982
Rachel Seaman,14.01.1986
Alois Hannecker,10.07.1961
Szymon Ziolkowski,01.07.1976
Dmitri Markov,14.03.1975
Nicolle Adrienne Saeys,31.08.1924
Tina Maria Rattya,16.11.1968
Louis Tsatoumas,12.02.1982
Alvin Harrison,20.01.1974
Artidoro Berti,29.07.1920
Aman Wote,18.04.1984
Janice Leslie Mccaffrey,20.10.1959
Albert J Mangan,28.02.1915
Yevgeni Bulanchik,03.04.1922
Armando Quintanilla,19.04.1968
Victor Garcia 1,13.03.1985
Lawrence Clarke,12.03.1990
Manuel De Oliveira,20.10.1940
Brad Walker,21.06.1981
Nathan Brannen,08.09.1982
Jason Morgan,06.10.1982
Aliuska Lopez,29.08.1969
Ryan Gregson,26.04.1990
Alain Bordeleau,07.10.1956
Onbai Kin,30.11.1912
Jane Flemming,14.04.1965
Raul Gonzalez,29.02.1952
Gary Kinder,25.10.1962
Dainis Kula,28.04.1959
Claus Schiprowski,21.12.1942
Cornel Porumb,11.05.1939
Zenaide Vieira,25.06.1985
Mirko Vindis,08.02.1963
Alfredrick Alphonzo Joyner,10.01.1961
Melanie Blouin,14.07.1990
Moacir Zimmermann,30.12.1983
Joel Sanchez Guerrero,05.09.1966
Anna Chicherova,22.07.1982
William Mutwol,10.10.1967
Harry Jerome,30.09.1940
Yi Yong Kim,20.09.1973
Katarzyna Kowalska,07.04.1985
Jubobosaye Kio,07.09.1957
Bianca Stuart,17.05.1988
Elva Goulbourne,21.01.1980
Abdinasir Said Ibrahim,01.02.1990
Evgeniia Kolodko,22.07.1990
Amina Bakhit,14.11.1990
Athina Papayianni,18.08.1980
Kozo Akutsu,11.11.1960
Nikolaos Georgantas,12.03.1880
Rudolfo Mijares,17.07.1938
Warwick Selvey,03.12.1939
Marguerite Gay Buist,29.12.1962
Alvaro Martin,18.06.1994
Marc Wright,21.04.1890
Ervin Jerold Barker,30.11.1882
Miguel Carvalho,02.09.1994
Donna Smellie,02.09.1964
Deanna Price,08.06.1993
Eunice Jepkorir,17.02.1982
Olga Belkina,23.08.1990
Donald Walsh,28.05.1948
Larry Black,20.07.1951
John Anderson 3,04.07.1907
Lajos Mecser,23.04.1942
Elena Sokolova 1,23.07.1986
Vithanakande Lek Samarasinghe,16.01.1962
Joelma Sousa,13.07.1984
Nadezhda Chizhova,29.09.1945
Volker Ohl,27.04.1950
Mary Mcneil,
Kenneth Clark Moore,01.12.1943
Sini Poyry,03.02.1980
Aric S Long,15.04.1970
Igving Mondschein,07.02.1924
John Reynolds,
Alba Milana,17.03.1959
Oksana Yarygina,24.12.1972
Timothy Kiptanui,05.01.1980
Bogdan Tarus,01.08.1975
Joao Carlos Almeida,05.04.1988
